,URL,Title,Type,Floorsize,Carpet_area,Price_per_sqft,Price,Status,No_Of_Bathrooms,Is_new,Description,Facing,Furnishing_status,Locality,About_locality,Amenities_list
10,https://www.makaan.com/mumbai/lakhani-builders-pvt-ltd-signature-in-bandra-west-20510249/3bhk-3t-1500-sqft-apartment,"1500 sq ft 3 BHK 3T North facing Apartment for sale at Rs 13.50 crore in Lakhani Signature in Bandra West, Mumbai",3 BHK Apartment ,"1,500 sq ft",1250 sq ft,"90,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",135000000,Ready to move,3,Resale,"Very tastefully decorated and in immaculate condition. It has excellent cross ventilation and good breeze and sunlight coming in which definitely adds upon to positive energy and aura to the house with no sound pollution disturbing. The property is surrounded by greenery which will ensure green cover and fresh air coming in. It has the advantage of having a natural green cover in form of trees which ensures that property is always cool even in summer season. 
All day to day commodities nearby. Well connected to schools, Colleges, Markets, ATM's, Resta
 More About This Property Looking for a 3 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Bandra West. It is on floor 7 out of 12 floors. The built up area of this property is 1500 Square feet. It is spacious for a family and this property has a carpet area of 1250 Square feet. This property is North facing. There are 3 bedrooms and 3 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Intercom. This property has power backup facility. Regular water supply is available. This is a gated community. There are a number of reputed schools in the vicinity such as Duruelo Convent High School, Learners' Academy, and Bali Guitar Academy. Medical facility is also close at hand with names like Holy Family Multispeciality Hospital Bandra, Ojas Eye Hospital, and Lilavati Hospital And Research Centre",North,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Landscaped Gardens', 'BED', 'Swimming Pool', 'Dining Table', 'Vaastu Compliant', 'Indoor Games', 'Multipurpose Room', 'Intercom', 'Lift(s)', 'Rain Water Harvesting', ""Children's play area"", '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Club House', 'Full Power Backup', 'Sports Facility', 'AC', 'Sofa', 'Maintenance Staff']"
11,https://www.makaan.com/mumbai/supreme-universal-evana-in-bandra-west-20865846/3bhk-3t-1689-sqft-apartment,"1689 sq ft 3 BHK 3T West facing Under Construction property Apartment for sale at Rs 7.20 crore in Supreme Evana in Bandra West, Mumbai",3 BHK Apartment ,"1,689 sq ft",1056 sq ft,"42,628/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",72000000,Under Construction,3,New,"Well designed 3 bhk multistorey apartment is available at a prime location in Supreme Universal Evana. It has a salable area of 1689 sqft and is available at a price of Rs. 42,628 per sqft. The house is unfurnished. It is west facing property. It is an under-construction property and is expected to get completed by 30/06/2024. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details.",West,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Club House', 'Full Power Backup', 'Sports Facility', ""Children's play area"", 'Swimming Pool', 'Gas connection', 'Gymnasium', 'Intercom', 'Lift(s)']"
12,https://www.makaan.com/mumbai/builder-project-in-bandra-west-16385794/2bhk-2t-1000-sqft-apartment,"1000 sq ft 2 BHK 2T West facing Apartment for sale at Rs 4.50 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,"1,000 sq ft",830 sq ft,"45,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",45000000,Ready to move,2,Resale,Well designed 2 bhk multistorey apartment is available at a prime location in Bandra West. It has a built-up area of 1000 sqft and is priced at Rs. 4.50 cr . The house is semi-furnished. It is facing west direction. It is a ready-to-move-in property. Please contact us for more details.,West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'Dining Table', 'Lift(s)']"
13,https://www.makaan.com/mumbai/ssd-holdings-pali-palms-in-bandra-west-20183149/3bhk-4t-2000-sqft-apartment,"2000 sq ft 3 BHK 4T Apartment for sale at Rs 10.00 crore in SSD Pali Palms in Bandra West, Mumbai",3 BHK Apartment ,"2,000 sq ft",1800 sq ft,,100000000,Ready to move,4,Resale,"A spacious 3 bhk multistorey apartment is available for sale in SSD Holdings Pali Palms, Bandra West, Mumbai. It has an area of 2000 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 10.00 cr . This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details.",,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,['Dining Table']
14,https://www.makaan.com/mumbai/builder-project-in-bandra-west-21224640/3bhk-3t-1511-sqft-apartment,"1511 sq ft 3 BHK 3T West facing Completed property Apartment for sale at Rs 8.50 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,511 sq ft",1411 sq ft,"56,254/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",85000000,Ready to move,3,Resale,It’s a 3 bhk multistorey apartment situated in Bandra West. It has an area of 1511 sqft with a carpet area of 1411 sqft . The property is available at a price of Rs. 8.50 cr . It is a semi-furnished property. It is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details.,West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'BED', 'AC', 'Dining Table', 'Lift(s)']"
15,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20607525/2bhk-2t-900-sqft-apartment,"900 sq ft 2 BHK 2T West facing Completed property Apartment for sale at Rs 3.75 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,900 sq ft,700 sq ft,"41,666/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",37500000,Ready to move,2,Resale,"It’s a 2 bhk multistorey apartment situated in Bandra West, Mumbai. The house is unfurnished. Its main door is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details.",West,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', ""Children's play area"", 'Gas connection', 'AC', 'Gymnasium', 'Intercom', 'Lift(s)']"
16,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20695131/3bhk-2t-1100-sqft-apartment,"1100 sq ft 3 BHK 2T Completed property Apartment for sale at Rs 4.00 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,100 sq ft",800 sq ft,"36,363/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",40000000,Ready to move,2,Resale,"Excellent Location . Good Community and society . Well maintained and done up flat, Good Society. Good Locality. Nicely Done up Flat.  More About This Property One of the finest property in Bandra West is now available for sale. This is a 3 BHK Apartment. Make it yours now. It is on floor 6. It is a 7 storeyed building. This Apartment is spacious with a built-up area of 1100 Square feet. The carpet area is 800 Square feet. There are 3 bedrooms and 2 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include Intercom. This property also enjoys power backup facility. This project has regular water supply. This property ensures you are a quick distance away from the city's best schools such as Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School. It is also close to good and reputed hospitals like Holy Family Multispeciality Hospital Bandra, Lilavati Hospital And Research Centre, and Ojas Eye Hospital",,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'AC', 'Gas connection', 'Intercom', 'Lift(s)']"
17,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20510209/3bhk-3t-4500-sqft-apartment,"4500 sq ft 3 BHK 3T North facing Completed property Apartment for sale at Rs 12.00 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"4,500 sq ft",3600 sq ft,"26,666/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",120000000,Ready to move,3,Resale,"Luxuriously done up flat. The property is well structured and has been made with the highest standards yet available on very reasonable price. 
This spacious fully furnished apartment is available for Sale in one of the most premium buildings in Bandra West , developed and beautifully managed.
 More About This Property Looking for a good 3 BHK Apartment in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 6. Total number of floors is 6. This modern unit has a built-up area of 4500 Square feet. The carpet area of this Apartment is 3600 Square feet. This property has a good view and is North-facing. There are 3 bedrooms and 3 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Intercom. This property also enjoys power backup facility. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Holy Family Multispeciality Hospital Bandra, Lilavati Hospital And Research Centre, and Ojas Eye Hospital. Established schools, such as Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School are also close-by",North,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Microwave', 'Refrigerator', 'Full Power Backup', 'BED', 'AC', 'TV', 'Washing Machine', 'Dining Table', 'Intercom', 'Lift(s)']"
18,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20117365/2bhk-2t-700-sqft-apartment,"700 sq ft 2 BHK 2T NorthEast facing Apartment for sale at Rs 3.25 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,700 sq ft,542 sq ft,"46,428/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",32500000,Ready to move,2,Resale,"It’s a 2 bhk multistorey apartment situated in Bandra West, Mumbai. It has a built-up area of 700 sqft and is priced at Rs. 3.25 cr . Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details.",NorthEast,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Club House', 'Microwave', 'Refrigerator', 'Full Power Backup', 'Sports Facility', 'BED', ""Children's play area"", 'Dining Table', 'AC', 'Gas connection', 'TV', 'Washing Machine', 'Gymnasium', 'Intercom', 'Lift(s)']"
19,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20493495/3bhk-3t-1843-sqft-apartment,"1843 sq ft 3 BHK 3T East facing Completed property Apartment for sale at Rs 9.50 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,843 sq ft",1475 sq ft,"51,546/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",95000000,Ready to move,3,Resale,"It’s a 3 bhk multistorey apartment situated in Bandra West, Mumbai. It has an area of 1843 sqft with a carpet area of 1475 sqft . The property is available at a price of Rs. 9.50 cr . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details.",East,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Microwave', 'Refrigerator', 'Full Power Backup', 'BED', 'Dining Table', 'AC', 'Gas connection', 'TV', 'Washing Machine', 'Gymnasium', 'Intercom', 'Lift(s)']"
20,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20526455/2bhk-2t-850-sqft-apartment,"850 sq ft 2 BHK 2T North facing Completed property Apartment for sale at Rs 2.90 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,850 sq ft,640 sq ft,"34,117/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",29000000,Ready to move,2,Resale,"apartment available on Sale in a posh and prime locality in Bandra West. Its a 2 BHK apartment with one big spacious hall and two bedrooms with attached bathrooms. 
Well maintained and decent building, nice complex with all basic amenities.
Excellent location, 5 minutes walking market, 10 minutes to Shopping mall, easy connectivity to schools, hospitals and multiplex.
 More About This Property Looking for a good 2 BHK Apartment in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 3. Total number of floors is 7. This modern unit has a built-up area of 850 Square feet. The carpet area of this Apartment is 640 Square feet. This property has a good view and is North-facing. There are 2 bedrooms and 2 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. This property also enjoys power backup facility. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Holy Family Multispeciality Hospital Bandra, Lilavati Hospital And Research Centre, and Ojas Eye Hospital. Established schools, such as Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School are also close-by",North,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'BED', 'Sofa', 'Dining Table', 'Lift(s)']"
21,https://www.makaan.com/mumbai/builder-project-in-bandra-west-21028406/3bhk-3t-1350-sqft-apartment,"1350 sq ft 3 BHK 3T East facing Apartment for sale at Rs 10.50 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,350 sq ft",1160 sq ft,"77,777/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",105000000,Ready to move,3,Resale,"Spacious 3bhk with OC and Zero GST and with all Modern Amenities More About This Property Property for sale in Bandra West, Mumbai. This 3 BHK Apartment is located in Mumbai's most promising location. It is on floor 12. The total number of floors in this building is 17. This Apartment is a spacious unit, with carpet area of 1160 Square feet and is ideal for families. The built-up area is 1350 Square feet. The property has 3 bedrooms and 3 bathroom. It also has a servant room. This unit enjoys a good view and is a East facing property. This residential building in Bandra West, Mumbai has lift facility. Kids too have access to a kids area. Other amenities include Gym, Garden, Swimming Pool, Intercom, Community Hall. This property also enjoys power backup facility. Regular water supply is available. This is a gated community. This Apartment is strategically located within close distance of famous healthcare centres such as Ojas Eye Hospital, Holy Family Multispeciality Hospital Bandra, and Lilavati Hospital And Research Centre. Schools like Duruelo Convent High School, Learners' Academy, and Bali Guitar Academy are also nearby",East,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', ""Children's play area"", 'Swimming Pool', 'Gymnasium', 'Intercom', 'Lift(s)']"
